Feature1,Feature2,Feature3,Feature4,Target_KNN,Target_LR,Target_NB,Target_SVM,Target_CNN,Target_RNN,Cluster
52,60,37,85.77610489593116,1,10.0,2,0,49.27022484459004,5.0,1
93,41,97,41.04630458509682,0,10.404040404040405,1,1,82.18983241240606,5.202020202020202,1
15,29,51,88.88923977733502,0,10.808080808080808,1,0,98.01106018788438,5.404040404040404,0
72,15,44,85.24191642798375,1,11.212121212121213,2,0,60.04045347783261,5.606060606060606,1
61,45,24,93.6278644278738,1,11.616161616161616,1,1,39.041774944982535,5.808080808080808,0
21,65,79,78.74872446028041,0,12.02020202020202,0,0,13.906070496835548,6.01010101010101,1
83,89,59,67.22983721670863,1,12.424242424242424,0,0,93.21789972012364,6.212121212121212,0
87,71,32,58.48797552220901,1,12.828282828282829,0,0,92.72041437507934,6.414141414141414,1
75,9,96,37.85599388961256,1,13.232323232323232,2,0,32.769115119031696,6.616161616161616,1
75,88,88,94.07321080332007,0,13.636363636363637,1,1,72.58700107959828,6.818181818181818,0
88,1,52,97.39271983877642,0,14.040404040404042,0,1,16.789109238079234,7.020202020202021,1
24,8,62,29.108176499009105,0,14.444444444444445,2,0,24.959388871832765,7.222222222222222,0
3,88,58,31.23102217409495,1,14.848484848484848,1,1,29.51281959278421,7.424242424242424,0
22,63,52,49.07576160503643,1,15.252525252525253,2,0,36.50445521554869,7.626262626262626,0
53,11,12,45.393990155638484,1,15.656565656565657,0,1,99.62482375264337,7.828282828282829,0
2,81,39,99.45128879847125,0,16.060606060606062,0,0,72.72325502774333,8.030303030303031,1
88,8,2,18.416600015057192,1,16.464646464646464,0,0,44.57816482412979,8.232323232323232,1
30,35,3,2.789460997936566,1,16.86868686868687,2,0,76.33906352587174,8.434343434343434,1
38,35,56,49.89547780316003,1,17.272727272727273,2,0,92.37289075021957,8.636363636363637,0
2,33,81,18.703448212911553,1,17.676767676767675,0,0,96.28321666670615,8.838383838383837,1
64,5,59,37.28040967370313,0,18.080808080808083,2,0,15.207750798193665,9.040404040404042,0
60,41,2,74.67288178259966,0,18.484848484848484,0,1,45.50696187473169,9.242424242424242,1
21,28,2,72.3730525009608,1,18.88888888888889,0,0,19.608045934229594,9.444444444444445,1
33,7,92,31.49801839338653,0,19.292929292929294,1,1,40.209405831726684,9.646464646464647,1
76,73,54,54.71148282493503,0,19.696969696969695,2,0,25.271191350600898,9.848484848484848,0
58,72,87,51.37259360703724,1,20.1010101010101,0,1,68.21635255018515,10.05050505050505,1
22,12,96,63.99692920040364,1,20.505050505050505,0,1,44.944154559088496,10.252525252525253,1
89,34,97,25.79572004195283,0,20.909090909090907,2,1,30.64552711344547,10.454545454545453,0
49,33,1,59.39721390849384,1,21.313131313131315,1,0,33.9344132467815,10.656565656565657,1
91,48,19,97.9103929692259,0,21.717171717171716,1,0,42.43105856847414,10.858585858585858,0
59,23,2,49.18747314298606,1,22.12121212121212,0,1,33.395487656883645,11.06060606060606,1
42,62,53,90.70377998413684,0,22.525252525252526,2,0,50.791676214594794,11.262626262626263,0
92,88,44,44.00504218553244,1,22.929292929292927,1,1,12.908435599868541,11.464646464646464,0
60,37,90,35.657762361772896,0,23.333333333333336,2,0,35.178715645205116,11.666666666666668,1
80,99,32,64.86523284102591,0,23.737373737373737,2,1,47.00860487849676,11.868686868686869,0
