Feature,Target
3.745401188473625,15.851481635858628
9.50714306409916,34.12452387696471
7.319939418114051,26.890394714931666
5.986584841970366,20.622398450672033
1.5601864044243652,11.966204842303137
1.5599452033620265,11.183701675459629
0.5808361216819946,8.324572259132077
8.661761457749352,29.166509463658578
6.011150117432088,25.83903897416846
7.080725777960454,23.438475208296804
0.20584494295802447,6.791249016474614
9.699098521619943,38.47820681647978
8.324426408004218,27.992206573751275
2.1233911067827616,10.237577861142741
1.8182496720710062,10.654051746388301
1.8340450985343382,9.495183987370616
3.0424224295953772,11.025940426653868
5.247564316322379,20.87981889857919
4.319450186421157,15.833743131811262
2.9122914019804194,14.684059067211622
6.118528947223795,21.51673837320378
1.3949386065204183,12.284684629596335
2.9214464853521815,12.19783287138407
3.663618432936917,15.3467322663994
4.56069984217036,20.30913396125042
7.851759613930136,26.0935502089225
1.9967378215835974,11.44513333395905
5.142344384136116,23.041318660973204
5.924145688620425,19.55747059673882
0.46450412719997725,6.76278009866454
6.075448519014383,23.746111145539995
1.7052412368729153,11.679369454173365
0.6505159298527952,4.477646367802222
9.488855372533333,30.825652891431442
9.656320330745594,35.01284412347058
8.08397348116461,29.845889789960204
3.0461376917337066,14.639398775892873
0.9767211400638387,8.623059839185467
6.842330265121569,24.166941352207726
4.4015249373960135,18.669082206510048
1.2203823484477883,9.247291991940727
4.951769101112702,18.42660446728537
0.34388521115218396,9.763204655746065
9.093204020787821,33.227277904187034
2.587799816000169,10.38079245359521
6.62522284353982,26.18877574788712
3.1171107608941098,12.401968942227686
5.200680211778108,22.17620984281923
5.4671027934327965,23.718499538313196
1.8485445552552704,8.904269029062391
9.695846277645586,36.0142910914254
7.7513282336111455,29.079546554706432
9.394989415641891,34.829088566914656
8.948273504276488,35.63840647813736
5.978999788110851,22.446223132326814
9.218742350231167,31.148754721978523
0.884925020519195,5.875746202306538
1.959828624191452,9.24786530264348
0.45227288910538066,6.202615248487934
3.2533033076326436,15.44221387253122
3.8867728968948203,17.2137002893445
2.713490317738959,14.794837451288924
8.287375091519294,29.888129058313698
3.567533266935893,18.609667955122312
2.8093450968738076,12.89872162414551
5.426960831582485,26.721220827926693
1.4092422497476265,10.479061444772892
8.021969807540398,27.351594309788627
0.7455064367977082,5.0947343142709
9.868869366005173,35.571552928501895
7.722447692966574,27.72041750824802
1.987156815341724,12.389471434209357
0.05522117123602399,6.112138762855162
8.154614284548341,29.31818502833128
7.068573438476172,24.512132879291705
7.2900716804098735,23.840520591857892
7.712703466859457,27.245080496444327
0.7404465173409036,8.934137140669655
3.5846572854427263,16.182159344588587
1.1586905952512971,5.984594228329915
8.631034258755935,31.23946462797017
6.232981268275579,24.46957856428441
3.308980248526492,13.15922587317721
0.6355835028602363,7.214200720471765
3.109823217156622,14.445887088361866
3.2518332202674705,12.469559065141164
7.29606178338064,27.603760070838486
6.3755747135521315,25.24829319339286
8.872127425763265,33.78248476364035
4.722149251619493,21.27405185892829
1.195942459383017,5.8324886422348685
7.13244787222995,24.521693536859605
7.607850486168974,28.853621992924243
5.612771975694963,22.865887828909305
7.70967179954561,29.159110771248926
4.937955963643907,27.519330872241163
5.227328293819941,21.823765902846155
4.275410183585496,20.097361831117688
0.2541912674409519,7.6705773293092605
1.0789142699330445,9.53952531241073
0.3142918568673425,5.312337081321337
6.364104112637804,25.610250778899946
3.143559810763267,12.885029003214656
5.085706911647028,19.783483521461065
9.07566473926093,31.25626712212458
2.4929222914887497,12.642515153238895
4.103829230356297,21.940804824415906
7.555511385430487,23.932003771107965
2.2879816549162246,13.2364653454977
0.7697990982879299,4.083965552484487
2.8975145291376805,12.748679855834174
1.6122128725400442,12.014539811554863
9.29697652342573,33.01948960846812
8.08120379564417,27.088121831073895
6.334037565104235,22.571505276792767
8.714605901877178,32.503013203500885
8.036720768991145,27.64942904353916
1.8657005888603584,11.030018945745026
8.925589984899778,31.86791363450696
5.393422419156507,19.877066562257887
8.074401551640625,33.511092833572526
8.960912999234932,33.15057704234082
3.1800347497186388,10.489819075840703
1.1005192452767676,8.674466365369158
2.279351625419417,10.514481946721475
4.271077886262563,19.518100328380136
8.18014765922493,27.95540150080939
8.607305832563434,30.592444614756502
0.06952130531190703,6.218538473896635
5.107473025775658,22.053929465667217
4.17411003148779,15.121737280351818
2.2210781047073027,10.994231842440012
1.198653673336828,7.646070397688573
3.3761517140362796,13.821796676961416
9.429097039125192,36.81819959793777
3.2320293202075523,15.506051382544568
5.187906217433661,18.041950743630895
7.030189588951778,27.926292660964886
3.63629602379294,20.153200465404083
9.717820827209607,36.21839300273111
9.624472949421111,30.83467891635531
2.5178229582536416,11.58500072902842
4.972485058923855,22.45127747514481
3.0087830981676964,12.611010363265526
2.848404943774676,14.432853687616484
0.36886947354532795,7.655876527494658
6.095643339798968,21.433069076240738
5.026790232288615,19.961319984742246
0.5147875124998935,0.06182785736153562
2.7864646423661146,11.310618644429765
